placement_id,job_title,job_post_date,fill_date,days_to_fill,placement_fee,client_id,recruiter_id,candidate_country,client_country,daily_rate,is_fast_fill,fee_category
2271,HR Manager,2023-09-11,2023-10-21,40,3885.17,40,25,Nigeria,United Kingdom,97.13,False,Medium
2272,Junior Developer,2023-06-10,2023-06-26,16,1465.16,29,23,Pakistan,Australia,91.57,True,Low
2273,Junior Developer,2023-03-06,2023-03-22,16,2047.98,42,23,Pakistan,United Kingdom,128.0,True,Medium
2274,HR Manager,2024-03-08,2024-04-08,31,2156.93,93,12,Philippines,Australia,69.58,False,Medium
2275,Senior IT Support,2023-09-11,2023-09-26,15,7281.5,80,5,Pakistan,Canada,485.43,True,High
2276,HR Manager,2023-04-24,2023-05-27,33,3583.89,76,14,Kenya,Australia,108.6,False,Medium
2277,Junior Developer,2024-05-24,2024-06-29,36,2623.05,87,1,Nigeria,United States,72.86,False,Medium
2278,HR Manager,2024-02-13,2024-03-16,32,4843.2,98,6,Kenya,Australia,151.35,False,Medium
2279,Senior IT Support,2023-11-12,2023-12-15,33,3691.83,76,19,Nigeria,United States,111.87,False,Medium
2280,Junior Developer,2023-01-10,2023-02-06,27,2807.03,95,10,India,United States,103.96,True,Medium
2281,Senior IT Support,2023-05-27,2023-07-01,35,5225.26,53,14,Kenya,Australia,149.29,False,High
2282,HR Manager,2023-01-23,2023-02-15,23,5870.47,71,26,India,Australia,255.24,True,High
2283,HR Manager,2023-10-19,2023-11-16,28,1764.73,10,17,Philippines,United States,63.03,True,Low
2284,Data Analyst,2023-10-23,2023-11-29,37,1337.63,67,21,Nigeria,UAE,36.15,False,Low
2285,Senior IT Support,2023-01-29,2023-02-26,28,7986.21,41,1,India,Australia,285.22,True,High
2286,HR Manager,2023-06-25,2023-07-20,25,7379.19,5,6,Pakistan,Canada,295.17,True,High
2287,Senior IT Support,2023-03-04,2023-03-26,22,4983.54,70,6,Pakistan,UAE,226.52,True,Medium
2288,Data Analyst,2023-01-01,2023-01-29,28,2560.25,70,19,Philippines,Australia,91.44,True,Medium
2289,Senior IT Support,2023-08-31,2023-10-02,32,4649.4,95,16,India,UAE,145.29,False,Medium
2290,Senior IT Support,2023-08-31,2023-10-11,41,5766.66,58,26,Nigeria,UAE,140.65,False,High
2291,Senior IT Support,2023-12-20,2024-01-17,28,5590.39,98,22,Nigeria,Canada,199.66,True,High
2292,Data Analyst,2024-01-02,2024-01-26,24,2477.8199999999997,13,18,Pakistan,UAE,103.24,True,Medium
2293,Junior Developer,2023-10-29,2023-12-05,37,3476.4,73,2,Nigeria,Australia,93.96,False,Medium
2294,Senior IT Support,2023-06-15,2023-07-20,35,6268.14,83,26,Nigeria,United Kingdom,179.09,False,High
2295,Junior Developer,2023-05-06,2023-05-22,16,2283.18,35,30,Pakistan,UAE,142.7,True,Medium
2296,Junior Developer,2024-02-07,2024-03-04,26,2804.36,86,11,India,Canada,107.86,True,Medium
2297,Data Analyst,2024-01-22,2024-02-21,30,1494.5,100,5,Philippines,United Kingdom,49.82,False,Low
2298,HR Manager,2024-03-11,2024-04-07,27,7361.21,24,28,India,United States,272.64,True,High
2299,Senior IT Support,2023-10-29,2023-11-22,24,4658.93,4,9,Pakistan,Canada,194.12,True,Medium
2300,HR Manager,2023-11-30,2023-12-29,29,4517.87,29,20,India,Canada,155.79,False,Medium
2301,Senior IT Support,2023-08-19,2023-09-12,24,7240.52,63,27,India,United Kingdom,301.69,True,High
2302,Data Analyst,2023-06-20,2023-07-09,19,3185.96,77,2,Pakistan,United Kingdom,167.68,True,Medium
2303,HR Manager,2023-04-04,2023-05-03,29,3638.63,9,30,Kenya,Canada,125.47,False,Medium
2304,Junior Developer,2023-06-10,2023-07-14,34,2899.92,35,18,India,Australia,85.29,False,Medium
2305,Data Analyst,2023-11-25,2023-12-24,29,2667.06,22,6,Kenya,Australia,91.97,False,Medium
2306,Junior Developer,2023-11-17,2023-12-17,30,3043.8,15,17,Kenya,UAE,101.46,False,Medium
2307,Senior IT Support,2023-02-23,2023-03-24,29,5590.39,82,2,Philippines,UAE,192.77,False,High
2308,Senior IT Support,2023-10-03,2023-11-03,31,4291.63,98,12,India,United States,138.44,False,Medium
2309,Junior Developer,2023-10-30,2023-12-03,34,1892.69,60,4,India,UAE,55.67,False,Low
2310,HR Manager,2023-07-28,2023-08-27,30,3997.19,30,16,Kenya,Australia,133.24,False,Medium
2311,Junior Developer,2024-03-07,2024-03-31,24,1585.71,9,23,Philippines,United States,66.07,True,Low
2312,Junior Developer,2024-04-30,2024-06-01,32,2471.31,23,26,India,Australia,77.23,False,Medium
2313,Junior Developer,2023-01-10,2023-01-30,20,2439.76,72,14,Pakistan,United States,121.99,True,Medium
2314,Senior IT Support,2023-11-10,2023-12-12,32,4567.3,85,7,India,UAE,142.73,False,Medium
2315,HR Manager,2023-02-21,2023-03-22,29,3436.5,73,28,Kenya,United Kingdom,118.5,False,Medium
2316,HR Manager,2024-01-26,2024-02-23,28,1563.97,95,16,India,Canada,55.86,True,Low
2317,Junior Developer,2023-03-08,2023-04-09,32,2777.47,29,7,Kenya,Canada,86.8,False,Medium
2318,Data Analyst,2024-03-16,2024-04-09,24,3665.98,44,2,Pakistan,Australia,152.75,True,Medium
2319,Senior IT Support,2024-06-29,2024-08-03,35,6447.47,44,16,Kenya,United States,184.21,False,High
2320,Junior Developer,2023-12-15,2024-01-10,26,3497.98,91,3,Kenya,Australia,134.54,True,Medium
2321,Data Analyst,2023-10-29,2023-11-30,32,3713.81,95,17,Kenya,Australia,116.06,False,Medium
2322,HR Manager,2024-01-15,2024-02-15,31,5914.19,63,11,India,Australia,190.78,False,High
2323,Junior Developer,2023-02-22,2023-03-28,34,3836.34,10,15,India,Australia,112.83,False,Medium
2324,Senior IT Support,2023-07-12,2023-08-16,35,7100.01,58,29,Philippines,United Kingdom,202.86,False,High
2325,Data Analyst,2023-09-26,2023-10-20,24,3251.84,13,26,Philippines,UAE,135.49,True,Medium
2326,Junior Developer,2023-06-13,2023-07-25,42,2276.36,51,17,Nigeria,United Kingdom,54.2,False,Medium
2327,Junior Developer,2024-05-29,2024-06-15,17,2914.59,56,28,Pakistan,Australia,171.45,True,Medium
2328,Junior Developer,2023-03-23,2023-04-08,16,2829.26,44,19,Pakistan,United Kingdom,176.83,True,Medium
2329,Senior IT Support,2023-06-20,2023-07-31,41,6689.44,57,15,Nigeria,Australia,163.16,False,High
2330,Data Analyst,2024-03-09,2024-03-29,20,1443.42,29,27,Pakistan,UAE,72.17,True,Low
2331,Data Analyst,2023-01-22,2023-02-16,25,3233.54,60,24,Pakistan,United Kingdom,129.34,True,Medium
2332,Data Analyst,2023-01-21,2023-03-03,41,1585.48,16,4,Nigeria,Australia,38.67,False,Low
2333,Senior IT Support,2024-06-29,2024-08-02,34,3052.18,74,16,India,UAE,89.77,False,Medium
2334,Data Analyst,2024-03-12,2024-04-06,25,2048.69,8,23,Pakistan,Australia,81.95,True,Medium
2335,Senior IT Support,2023-02-13,2023-03-15,30,7277.93,8,29,India,United States,242.6,False,High
2336,HR Manager,2023-12-18,2024-01-12,25,4416.9,68,16,India,United States,176.68,True,Medium
2337,HR Manager,2023-08-11,2023-09-16,36,3699.3,66,24,Philippines,Australia,102.76,False,Medium
2338,Junior Developer,2023-03-03,2023-04-05,33,1626.96,81,11,Philippines,Australia,49.3,False,Low
2339,HR Manager,2023-10-26,2023-11-29,34,3451.74,32,3,India,UAE,101.52,False,Medium
2340,HR Manager,2023-07-10,2023-08-13,34,4197.04,15,4,Nigeria,Canada,123.44,False,Medium
2341,HR Manager,2023-05-18,2023-06-12,25,7782.59,31,16,India,Canada,311.3,True,High
2342,Senior IT Support,2024-03-07,2024-03-29,22,7276.3,84,13,Pakistan,Canada,330.74,True,High
2343,Junior Developer,2024-01-22,2024-02-11,20,1884.96,33,3,Pakistan,Canada,94.25,True,Low
2344,Senior IT Support,2023-11-28,2023-12-13,15,6117.26,27,11,Pakistan,Australia,407.82,True,High
2345,Data Analyst,2024-01-18,2024-02-28,41,2228.78,5,7,Nigeria,Australia,54.36,False,Medium
2346,Junior Developer,2023-09-28,2023-10-22,24,2471.24,54,7,Philippines,Canada,102.97,True,Medium
2347,Senior IT Support,2023-10-05,2023-10-28,23,4316.49,68,25,Pakistan,Australia,187.67,True,Medium
2348,Data Analyst,2024-02-26,2024-03-28,31,3382.74,6,14,India,Canada,109.12,False,Medium
2349,Senior IT Support,2023-10-12,2023-11-09,28,5848.34,66,15,Philippines,UAE,208.87,True,High
2350,Data Analyst,2023-12-03,2024-01-05,33,1335.66,59,5,Nigeria,Canada,40.47,False,Low
2351,Data Analyst,2024-03-11,2024-04-02,22,2477.8199999999997,72,4,Pakistan,United Kingdom,112.63,True,Medium
2352,Data Analyst,2023-02-05,2023-03-11,34,3326.98,27,19,Nigeria,Australia,97.85,False,Medium
2353,Senior IT Support,2024-04-26,2024-06-01,36,5536.29,96,12,Nigeria,Australia,153.79,False,High
2354,Junior Developer,2024-05-01,2024-06-03,33,1643.35,33,4,India,United States,49.8,False,Low
2355,Senior IT Support,2023-12-24,2024-01-19,26,6113.44,82,28,Kenya,Canada,235.13,True,High
2356,Junior Developer,2023-06-20,2023-07-07,17,2187.69,34,3,Pakistan,United States,128.69,True,Medium
2357,Junior Developer,2023-12-31,2024-02-10,41,3683.32,18,1,Nigeria,UAE,89.84,False,Medium
2358,Senior IT Support,2024-05-21,2024-06-22,32,3098.4,91,9,Nigeria,United Kingdom,96.82,False,Medium
2359,Junior Developer,2023-09-03,2023-10-02,29,1812.17,83,3,Kenya,United Kingdom,62.49,False,Low
2360,Data Analyst,2023-05-28,2023-06-30,33,1296.37,36,18,Kenya,Canada,39.28,False,Low
2361,HR Manager,2023-09-19,2023-10-13,24,1453.07,74,14,Pakistan,United States,60.54,True,Low
2362,Data Analyst,2023-11-02,2023-11-19,17,1234.39,24,10,Pakistan,United Kingdom,72.61,True,Low
2363,Junior Developer,2023-02-22,2023-03-27,33,1517.17,40,13,India,Australia,45.97,False,Low
2364,HR Manager,2023-06-02,2023-06-27,25,4075.56,58,23,Philippines,United States,163.02,True,Medium
2365,Senior IT Support,2023-08-31,2023-09-17,17,3158.99,54,24,Pakistan,United States,185.82,True,Medium
2366,Data Analyst,2023-02-01,2023-02-25,24,1589.78,60,16,Pakistan,Australia,66.24,True,Low
2367,Senior IT Support,2023-12-08,2023-12-30,22,3478.9,73,1,India,United Kingdom,158.13,True,Medium
2368,Junior Developer,2023-02-05,2023-03-12,35,2846.01,22,6,Nigeria,United Kingdom,81.31,False,Medium
2369,HR Manager,2024-04-28,2024-05-16,18,5831.86,84,13,Pakistan,Canada,323.99,True,High
2370,Senior IT Support,2023-11-20,2023-12-07,17,3124.76,91,25,Pakistan,UAE,183.81,True,Medium
2371,Senior IT Support,2023-06-21,2023-07-23,32,7993.97,9,16,Kenya,United Kingdom,249.81,False,High
2372,Data Analyst,2023-05-29,2023-06-26,28,2477.8199999999997,98,10,Philippines,UAE,88.49,True,Medium
2373,Junior Developer,2024-02-11,2024-03-22,40,1551.0,44,6,Nigeria,United States,38.78,False,Low
2374,Data Analyst,2023-01-18,2023-02-24,37,3265.99,40,24,Nigeria,Canada,88.27,False,Medium
2375,HR Manager,2023-01-24,2023-03-06,41,3649.91,24,14,Nigeria,UAE,89.02,False,Medium
2376,Junior Developer,2023-03-22,2023-04-14,23,3768.85,78,27,India,UAE,163.86,True,Medium
2377,Senior IT Support,2023-10-04,2023-11-07,34,7852.56,89,12,Kenya,Australia,230.96,False,High
2378,Senior IT Support,2023-04-19,2023-05-18,29,4911.32,15,11,Philippines,Australia,169.36,False,Medium
2379,Junior Developer,2024-02-19,2024-03-17,27,3416.27,90,10,Kenya,Australia,126.53,True,Medium
2380,HR Manager,2024-06-10,2024-07-16,36,4276.5,17,7,Nigeria,Canada,118.79,False,Medium
2381,Senior IT Support,2024-04-12,2024-05-06,24,5501.0,66,24,Philippines,United States,229.21,True,High
2382,Senior IT Support,2023-02-03,2023-03-09,34,7883.6,80,28,Philippines,Australia,231.87,False,High
2383,HR Manager,2024-06-25,2024-07-11,16,4416.9,99,29,Pakistan,United States,276.06,True,Medium
2384,Junior Developer,2023-08-24,2023-09-26,33,3500.82,35,17,Philippines,Canada,106.09,False,Medium
2385,Senior IT Support,2024-06-24,2024-07-23,29,5520.85,36,14,India,United States,190.37,False,High
2386,Junior Developer,2024-05-18,2024-06-02,15,1197.75,96,5,Pakistan,United Kingdom,79.85,True,Low
2387,Senior IT Support,2023-01-03,2023-01-30,27,7393.25,3,18,India,Australia,273.82,True,High
2388,Data Analyst,2024-04-09,2024-05-06,27,3231.33,15,20,Philippines,United Kingdom,119.68,True,Medium
2389,Senior IT Support,2023-01-03,2023-01-26,23,3606.59,12,13,Pakistan,Australia,156.81,True,Medium
2390,Junior Developer,2024-05-21,2024-06-29,39,3461.2,59,24,Nigeria,Australia,88.75,False,Medium
2391,HR Manager,2024-02-02,2024-03-07,34,6700.06,94,11,Kenya,UAE,197.06,False,High
2392,HR Manager,2023-09-08,2023-10-03,25,5400.14,3,30,Philippines,Australia,216.01,True,High
2393,Data Analyst,2023-05-02,2023-06-12,41,3052.89,93,27,Nigeria,United States,74.46,False,Medium
2394,Senior IT Support,2023-04-05,2023-04-30,25,5616.96,72,21,Philippines,UAE,224.68,True,High
2395,Data Analyst,2023-11-13,2023-12-13,30,2503.75,3,7,Kenya,UAE,83.46,False,Medium
2396,Senior IT Support,2023-09-02,2023-10-13,41,3342.07,53,1,Nigeria,Canada,81.51,False,Medium
2397,Data Analyst,2023-10-07,2023-11-04,28,1850.15,56,15,India,United States,66.08,True,Low
2398,Senior IT Support,2023-01-17,2023-02-12,26,3292.8,91,25,Kenya,Australia,126.65,True,Medium
2399,Junior Developer,2024-06-09,2024-07-08,29,3761.95,99,10,Nigeria,United Kingdom,129.72,False,Medium
2400,Junior Developer,2023-03-13,2023-04-03,21,1101.04,89,11,Pakistan,United States,52.43,True,Low
2401,Data Analyst,2023-11-16,2023-12-13,27,2911.52,29,12,Philippines,Canada,107.83,True,Medium
2402,Data Analyst,2023-05-23,2023-06-07,15,1261.57,43,4,Pakistan,Australia,84.1,True,Low
2403,HR Manager,2023-12-02,2023-12-27,25,7691.34,3,10,Pakistan,Canada,307.65,True,High
2404,Senior IT Support,2023-02-26,2023-03-13,15,5323.24,53,1,Pakistan,United Kingdom,354.88,True,High
2405,Junior Developer,2023-01-31,2023-02-17,17,2567.11,96,30,Pakistan,United States,151.01,True,Medium
2406,HR Manager,2023-01-31,2023-02-24,24,3343.22,34,18,India,UAE,139.3,True,Medium
2407,HR Manager,2023-09-22,2023-10-14,22,5176.13,93,2,Pakistan,UAE,235.28,True,High
2408,Junior Developer,2023-08-13,2023-09-10,28,3935.41,39,13,Kenya,United Kingdom,140.55,True,Medium
2409,Senior IT Support,2024-05-26,2024-06-19,24,5590.39,81,7,Pakistan,UAE,232.93,True,High
2410,Data Analyst,2024-03-07,2024-04-02,26,1704.64,53,18,Philippines,United States,65.56,True,Low
2411,Senior IT Support,2024-04-14,2024-05-04,20,6747.27,24,13,Pakistan,Canada,337.36,True,High
2412,HR Manager,2024-02-01,2024-02-24,23,7236.52,90,26,Pakistan,Canada,314.63,True,High
2413,Data Analyst,2024-03-28,2024-04-14,17,3950.7,53,28,Pakistan,Australia,232.39,True,Medium
2414,Data Analyst,2024-04-23,2024-05-25,32,3370.32,85,6,Philippines,Australia,105.32,False,Medium
2415,Junior Developer,2023-04-22,2023-05-17,25,2471.31,39,17,Pakistan,Australia,98.85,True,Medium
2416,Junior Developer,2023-10-06,2023-11-03,28,1376.66,40,2,Philippines,UAE,49.17,True,Low
2417,HR Manager,2023-06-04,2023-07-06,32,5738.42,82,14,Kenya,UAE,179.33,False,High
2418,Data Analyst,2023-06-26,2023-08-02,37,1490.88,52,22,Kenya,UAE,40.29,False,Low
2419,Senior IT Support,2024-05-19,2024-06-20,32,6832.07,70,18,Nigeria,United Kingdom,213.5,False,High
2420,HR Manager,2024-03-15,2024-04-10,26,4245.39,29,11,Philippines,Australia,163.28,True,Medium
2421,Junior Developer,2023-10-11,2023-11-12,32,3172.05,54,18,Nigeria,United Kingdom,99.13,False,Medium
2422,Data Analyst,2023-04-11,2023-05-11,30,2477.8199999999997,6,6,Philippines,United Kingdom,82.59,False,Medium
2423,Data Analyst,2023-03-26,2023-04-15,20,1588.22,24,8,Pakistan,United Kingdom,79.41,True,Low
2424,Senior IT Support,2024-06-24,2024-07-15,21,4554.78,31,16,Pakistan,United States,216.89,True,Medium
2425,HR Manager,2023-06-17,2023-07-12,25,4416.9,90,7,Pakistan,United Kingdom,176.68,True,Medium
2426,Senior IT Support,2023-02-03,2023-03-08,33,3400.91,27,10,Kenya,Canada,103.06,False,Medium
2427,Junior Developer,2023-04-12,2023-05-11,29,1320.81,60,25,Nigeria,Australia,45.55,False,Low
2428,Senior IT Support,2023-06-09,2023-07-03,24,7423.13,46,22,Philippines,Australia,309.3,True,High
2429,Data Analyst,2024-04-22,2024-05-20,28,1295.57,43,28,Nigeria,UAE,46.27,True,Low
2430,Senior IT Support,2023-12-15,2024-01-12,28,3385.21,68,6,Nigeria,United Kingdom,120.9,True,Medium
2431,Junior Developer,2024-03-30,2024-04-21,22,2674.34,1,16,Pakistan,United States,121.56,True,Medium
2432,Senior IT Support,2024-03-01,2024-04-05,35,6575.29,4,18,Nigeria,Australia,187.87,False,High
2433,HR Manager,2023-07-27,2023-08-20,24,3927.84,98,19,Pakistan,Canada,163.66,True,Medium
2434,HR Manager,2024-05-11,2024-06-09,29,3324.68,30,2,India,Canada,114.64,False,Medium
2435,Senior IT Support,2023-10-21,2023-11-24,34,5590.39,87,24,Nigeria,Australia,164.42,False,High
2436,Data Analyst,2023-02-02,2023-03-08,34,2396.57,84,9,India,UAE,70.49,False,Medium
2437,Junior Developer,2023-07-10,2023-08-13,34,1639.86,16,13,India,Australia,48.23,False,Low
2438,HR Manager,2023-09-23,2023-10-14,21,5757.43,61,1,Pakistan,Canada,274.16,True,High
2439,Data Analyst,2023-05-02,2023-06-06,35,1198.88,47,23,Nigeria,United States,34.25,False,Low
2440,Senior IT Support,2023-11-02,2023-11-22,20,6679.0,50,3,Pakistan,United Kingdom,333.95,True,High
2441,Junior Developer,2024-06-19,2024-07-13,24,2471.31,21,10,Philippines,United States,102.97,True,Medium
2442,Senior IT Support,2023-05-21,2023-06-27,37,6100.01,38,17,Kenya,United Kingdom,164.87,False,High
2443,Senior IT Support,2024-03-11,2024-04-02,22,4507.14,10,27,India,United Kingdom,204.87,True,Medium
2444,Senior IT Support,2023-03-14,2023-04-08,25,3736.8,93,12,India,Australia,149.47,True,Medium
2445,Data Analyst,2023-08-25,2023-09-29,35,2212.84,79,28,Philippines,UAE,63.22,False,Medium
2446,Senior IT Support,2023-05-02,2023-05-28,26,3467.36,36,30,India,Canada,133.36,True,Medium
2447,Junior Developer,2024-03-10,2024-04-07,28,2471.75,16,11,Philippines,Canada,88.28,True,Medium
2448,Data Analyst,2023-04-24,2023-05-24,30,1962.85,99,3,India,Canada,65.43,False,Low
2449,Data Analyst,2024-01-17,2024-02-21,35,3421.54,64,17,Nigeria,United Kingdom,97.76,False,Medium
2450,Data Analyst,2023-02-16,2023-03-15,27,1464.29,77,15,India,United States,54.23,True,Low
2451,HR Manager,2023-10-27,2023-11-29,33,3094.3,95,27,India,UAE,93.77,False,Medium
2452,HR Manager,2023-02-07,2023-03-11,32,6865.82,57,4,Nigeria,United Kingdom,214.56,False,High
2453,Senior IT Support,2024-01-06,2024-02-02,27,7134.55,34,25,Philippines,Canada,264.24,True,High
2454,Junior Developer,2023-08-10,2023-09-13,34,2443.46,41,10,Philippines,United States,71.87,False,Medium
2455,Junior Developer,2023-03-16,2023-04-09,24,3666.0,65,28,Philippines,UAE,152.75,True,Medium
2456,Junior Developer,2023-06-26,2023-07-29,33,2149.97,99,25,Kenya,Canada,65.15,False,Medium
2457,HR Manager,2023-07-10,2023-08-13,34,7906.33,39,2,Kenya,Canada,232.54,False,High
2458,Data Analyst,2024-01-22,2024-02-21,30,1408.32,19,16,Philippines,United Kingdom,46.94,False,Low
2459,Junior Developer,2024-02-15,2024-03-27,41,3829.24,89,5,Nigeria,UAE,93.4,False,Medium
2460,Junior Developer,2024-05-31,2024-06-28,28,3679.35,78,2,Kenya,Canada,131.41,True,Medium
2461,Senior IT Support,2024-06-19,2024-07-27,38,6986.66,76,22,Nigeria,United States,183.86,False,High
2462,Data Analyst,2023-09-23,2023-10-08,15,3340.52,4,22,Pakistan,Australia,222.7,True,Medium
2463,Junior Developer,2023-03-27,2023-05-03,37,2422.8,42,20,Nigeria,Canada,65.48,False,Medium
2464,Senior IT Support,2023-11-26,2023-12-24,28,4571.35,8,24,Philippines,Canada,163.26,True,Medium
2465,HR Manager,2023-09-18,2023-10-21,33,5499.06,10,19,Philippines,United Kingdom,166.64,False,High
2466,Data Analyst,2023-08-04,2023-09-07,34,1441.49,96,27,India,United States,42.4,False,Low
2467,Junior Developer,2023-06-29,2023-08-03,35,1540.79,19,16,Philippines,United Kingdom,44.02,False,Low
2468,HR Manager,2024-05-16,2024-06-01,16,7150.66,16,16,Pakistan,United Kingdom,446.92,True,High
2469,Senior IT Support,2024-01-16,2024-02-11,26,6897.19,35,27,Philippines,Australia,265.28,True,High
2470,Junior Developer,2023-04-17,2023-05-20,33,1097.15,75,1,Philippines,United States,33.25,False,Low
2471,Junior Developer,2024-02-28,2024-04-06,38,1561.54,73,26,Kenya,Australia,41.09,False,Low
2472,Data Analyst,2024-05-22,2024-06-07,16,1553.15,8,14,Pakistan,Australia,97.07,True,Low
2473,HR Manager,2023-01-20,2023-02-05,16,5322.77,11,13,Pakistan,United States,332.67,True,High
2474,Senior IT Support,2023-02-03,2023-03-11,36,7440.86,26,7,Philippines,United States,206.69,False,High
2475,Junior Developer,2023-08-18,2023-09-18,31,1761.42,57,6,Philippines,Australia,56.82,False,Low
2476,HR Manager,2023-01-06,2023-02-09,34,5166.16,73,2,India,Canada,151.95,False,High
2477,Data Analyst,2023-12-25,2024-02-05,42,1780.33,79,27,Nigeria,Australia,42.39,False,Low
2478,Junior Developer,2024-04-18,2024-05-11,23,3214.48,98,16,India,United States,139.76,True,Medium
2479,Junior Developer,2024-02-01,2024-02-26,25,3684.42,84,2,Philippines,UAE,147.38,True,Medium
2480,HR Manager,2024-03-05,2024-04-11,37,3297.5,83,11,Nigeria,United States,89.12,False,Medium
2481,Data Analyst,2024-05-15,2024-06-10,26,2067.69,96,21,Philippines,Australia,79.53,True,Medium
2482,HR Manager,2024-03-21,2024-04-12,22,6613.93,1,14,India,Canada,300.63,True,High
2483,HR Manager,2023-02-15,2023-03-21,34,4416.9,86,23,India,United Kingdom,129.91,False,Medium
2484,Senior IT Support,2024-01-16,2024-02-13,28,3829.52,39,29,Kenya,United States,136.77,True,Medium
2485,Data Analyst,2023-02-05,2023-03-03,26,1777.14,23,29,Kenya,United States,68.35,True,Low
2486,Junior Developer,2023-06-21,2023-07-16,25,2471.31,9,2,India,United States,98.85,True,Medium
2487,Data Analyst,2023-04-27,2023-05-30,33,2032.16,94,8,Nigeria,UAE,61.58,False,Medium
2488,Senior IT Support,2024-05-31,2024-06-27,27,4130.18,72,10,India,United States,152.97,True,Medium
2489,Junior Developer,2023-09-10,2023-10-09,29,1578.24,21,19,Kenya,Canada,54.42,False,Low
2490,Senior IT Support,2023-08-25,2023-09-09,15,4734.1,35,25,Pakistan,UAE,315.61,True,Medium
2491,Senior IT Support,2024-02-07,2024-02-24,17,5221.66,79,20,Pakistan,Australia,307.16,True,High
2492,Senior IT Support,2024-02-16,2024-03-02,15,3713.21,62,15,Pakistan,UAE,247.55,True,Medium
2493,Data Analyst,2024-01-29,2024-02-29,31,1480.16,100,28,Kenya,UAE,47.75,False,Low
2494,Junior Developer,2023-04-11,2023-05-08,27,3705.06,24,13,Kenya,Canada,137.22,True,Medium
2495,Senior IT Support,2024-02-15,2024-03-04,18,5408.09,55,28,Pakistan,UAE,300.45,True,High
2496,Junior Developer,2024-02-13,2024-03-13,29,3003.34,14,29,Philippines,United States,103.56,False,Medium
2497,HR Manager,2023-08-23,2023-09-18,26,3602.33,74,19,Kenya,United States,138.55,True,Medium
2498,Data Analyst,2023-03-04,2023-04-10,37,1946.22,91,4,Kenya,United Kingdom,52.6,False,Low
2499,Junior Developer,2023-11-22,2023-12-25,33,3580.18,27,24,India,United States,108.49,False,Medium
2500,Senior IT Support,2023-02-20,2023-03-16,24,4497.56,57,16,Pakistan,Australia,187.4,True,Medium
2501,Junior Developer,2023-05-10,2023-06-13,34,1782.78,95,9,Philippines,United States,52.43,False,Low
2502,Junior Developer,2023-11-26,2023-12-12,16,3124.59,70,26,Pakistan,United Kingdom,195.29,True,Medium
2503,Senior IT Support,2024-05-19,2024-06-16,28,4512.56,64,21,Kenya,Canada,161.16,True,Medium
2504,Junior Developer,2023-06-24,2023-07-31,37,3884.93,72,14,Nigeria,UAE,105.0,False,Medium
2505,Senior IT Support,2023-10-24,2023-11-13,20,3829.65,36,2,Pakistan,Australia,191.48,True,Medium
2506,Data Analyst,2023-06-25,2023-07-27,32,3205.72,42,23,India,Canada,100.18,False,Medium
2507,HR Manager,2023-01-19,2023-02-26,38,1404.93,35,13,Kenya,Canada,36.97,False,Low
2508,Junior Developer,2023-11-23,2023-12-18,25,2087.24,11,26,Pakistan,Australia,83.49,True,Medium
2509,Junior Developer,2023-01-09,2023-02-04,26,1517.84,69,6,Philippines,UAE,58.38,True,Low
2510,HR Manager,2023-11-04,2023-12-12,38,3840.01,71,14,Kenya,United States,101.05,False,Medium
2511,Data Analyst,2023-04-03,2023-05-11,38,3642.44,22,26,Kenya,United States,95.85,False,Medium
2512,Senior IT Support,2023-01-12,2023-02-07,26,4437.37,78,23,India,Canada,170.67,True,Medium
2513,HR Manager,2023-01-01,2023-01-27,26,3198.79,44,27,Philippines,United Kingdom,123.03,True,Medium
2514,HR Manager,2023-10-19,2023-11-19,31,4416.9,3,23,Kenya,United States,142.48,False,Medium
2515,Senior IT Support,2023-08-13,2023-09-09,27,6686.62,98,7,Kenya,Australia,247.65,True,High
2516,Junior Developer,2023-04-06,2023-05-04,28,1480.97,76,8,Kenya,Canada,52.89,True,Low
2517,Senior IT Support,2024-06-25,2024-07-23,28,5590.39,63,22,Nigeria,United Kingdom,199.66,True,High
2518,Data Analyst,2024-03-04,2024-04-01,28,2200.7,8,16,India,Canada,78.6,True,Medium
2519,HR Manager,2023-12-29,2024-01-28,30,4406.9,74,11,Nigeria,United States,146.9,False,Medium
2520,Junior Developer,2024-03-11,2024-04-06,26,1814.13,29,22,Philippines,United Kingdom,69.77,True,Low
2521,HR Manager,2023-09-23,2023-10-18,25,3573.33,12,14,India,UAE,142.93,True,Medium
2522,Senior IT Support,2023-10-22,2023-11-09,18,4945.45,96,7,Pakistan,Canada,274.75,True,Medium
2523,HR Manager,2024-01-06,2024-01-28,22,2975.48,54,29,Pakistan,United Kingdom,135.25,True,Medium
2524,Junior Developer,2023-07-04,2023-08-08,35,3370.12,6,27,Philippines,UAE,96.29,False,Medium
2525,Senior IT Support,2023-04-13,2023-05-17,34,5366.91,57,1,Nigeria,United Kingdom,157.85,False,High
2526,HR Manager,2023-06-26,2023-08-06,41,2859.17,24,2,Nigeria,United States,69.74,False,Medium
2527,Junior Developer,2023-10-01,2023-10-31,30,2335.89,64,6,India,United States,77.86,False,Medium
2528,HR Manager,2024-05-28,2024-06-24,27,6904.52,74,9,India,Canada,255.72,True,High
2529,Senior IT Support,2024-01-14,2024-02-21,38,3827.54,49,27,Kenya,United States,100.72,False,Medium
