placement_id,job_title,job_post_date,fill_date,days_to_fill,placement_fee,client_id,recruiter_id,candidate_country,client_country
2417,DataAnalyst,2023-06-26,2023-08-02,37,1490.88,52,22,Kenya,UAE
2418,Senior IT,19/05/2024,20/06/2024,32,6832.07,70,18,Nigeria,United Kingdom
2419,Human Resources Manager,2024-03-15,2024-04-10,26,4245.39,29,11,PH,Australia
2420,Jr Developer,2023-10-11,2023-11-12,32,3172.05,54,18,Nigeria,United Kingdom
2421,Data Analyst,11/04/2023,11/05/2023,30,,6,6,Philippines,United Kingdom
2422,Data Anlyst,26/03/2023,15/04/2023,20,1588.22,24,8,PK,United Kingdom
2423,Sr.IT Support,2024-06-24,2024-07-15,21,1932.87,31,16,pak,United States
2424,HR manager,2023-06-17,2023-07-12,25,,90,7,pak,United Kingdom
2425,Sr.IT Support,03/02/2023,08/03/2023,33,1240.55,27,10,Kenya,Canada
2426,Jr.Developer,2023-04-12,2023-05-11,29,1320.81,60,25,nigeria,Australia
2427,Sr IT Support,09/06/2023,03/07/2023,24,3653.88,46,22,Philippines,Australia
2428,Data Analyst,22/04/2024,20/05/2024,28,1295.57,43,28,Nigeria,UAE
2429,Sr IT Support,2023-12-15,2024-01-12,28,1231.12,68,6,NG,United Kingdom
2430,Jr Developer,2024-03-30,2024-04-21,22,2674.34,1,16,Pakistan,United States
2431,Sr.IT Support,2024-03-01,2024-04-05,35,3145.18,4,18,Nigeria,Australia
2432,HR Mgr,27/07/2023,20/08/2023,24,3927.84,98,19,pak,Canada
2433,HR Mgr,2024-05-11,2024-06-09,29,3324.68,30,2,india,Canada
2434,Sr IT Support,2023-10-21,2023-11-24,34,,87,24,NG,Australia
2435,DataAnalyst,2023-02-02,2023-03-08,34,2396.57,84,9,IND,UAE
2436,Junior Developer,2023-07-10,2023-08-13,34,1639.86,16,13,India,Australia
2437,HR manager,2023-09-23,2023-10-14,21,2654.46,61,1,Pakistan,Canada
2438,DataAnalyst,2023-05-02,2023-06-06,35,1198.88,47,23,Nigeria,United States
2439,Sr.IT Support,02/11/2023,22/11/2023,20,3207.4,50,3,pak,United Kingdom
2440,Junior Dev,19/06/2024,13/07/2024,24,,21,10,philippines,United States
2441,Sr IT Support,2023-05-21,2023-06-27,37,2860.01,38,17,KEN,United Kingdom
2442,Senior IT Support,11/03/2024,02/04/2024,22,4507.14,10,27,India,United Kingdom
2443,Sr.IT Support,2023-03-14,2023-04-08,25,1442.08,93,12,IND,Australia
2444,Data Anlyst,25/08/2023,29/09/2023,35,2212.84,79,28,Philippines,UAE
2445,Senior IT,02/05/2023,28/05/2023,26,3467.36,36,30,India,Canada
2446,Junior Developer,10/03/2024,07/04/2024,28,2471.75,16,11,Philippines,Canada
2447,Data Analysis,2023-04-24,2023-05-24,30,1962.85,99,3,India,Canada
2448,Data Analysis,17/01/2024,21/02/2024,35,3421.54,64,17,NG,United Kingdom
2449,Data Analyst,16/02/2023,15/03/2023,27,1464.29,77,15,IND,United States
2450,HR manager,2023-10-27,2023-11-29,33,1056.58,95,27,India,UAE
2451,H.R. Manager,2023-02-07,2023-03-11,32,6865.82,57,4,Nigeria,United Kingdom
2452,Sr.IT Support,2024-01-06,2024-02-02,27,3480.73,34,25,philippines,Canada
2453,Jr.Developer,2023-08-10,2023-09-13,34,2443.46,41,10,PH,United States
2454,Jr Developer,16/03/2023,09/04/2023,24,3666.0,65,28,PH,UAE
2455,Jr Developer,2023-06-26,2023-07-29,33,2149.97,99,25,KEN,Canada
2456,HR manager,2023-07-10,2023-08-13,34,3943.8,39,2,kenya,Canada
2457,Data Analyst,22/01/2024,21/02/2024,30,1408.32,19,16,Philippines,United Kingdom
2458,Junior Dev,2024-02-15,2024-03-27,41,3829.24,89,5,nigeria,UAE
2459,Junior Dev,31/05/2024,28/06/2024,28,3679.35,78,2,Kenya,Canada
2460,Senior IT Support,19/06/2024,27/07/2024,38,6986.66,76,22,NG,United States
2461,Data Analysis,2023-09-23,2023-10-08,15,3340.52,4,22,PK,Australia
2462,Junior Developer,27/03/2023,03/05/2023,37,2422.8,42,20,nigeria,Canada
2463,Senior IT Support,2023-11-26,2023-12-24,28,4571.35,8,24,Philippines,Canada
2464,Human Resources Manager,2023-09-18,2023-10-21,33,5499.06,10,19,PH,United Kingdom
2465,Data Analyst,04/08/2023,07/09/2023,34,1441.49,96,27,India,United States
2466,Junior Dev,29/06/2023,03/08/2023,35,1540.79,19,16,philippines,United Kingdom
2467,Human Resources Manager,2024-05-16,2024-06-01,16,7150.66,16,16,pak,United Kingdom
2468,Sr.IT Support,2024-01-16,2024-02-11,26,3338.31,35,27,Philippines,Australia
2469,Jr.Developer,17/04/2023,20/05/2023,33,1097.15,75,1,Philippines,United States
2470,Jr Developer,28/02/2024,06/04/2024,38,1561.54,73,26,Kenya,Australia
2471,Data Analyst,22/05/2024,07/06/2024,16,1553.15,8,14,Pakistan,Australia
2472,Human Resources Manager,20/01/2023,05/02/2023,16,5322.77,11,13,Pakistan,United States
2473,Sr.IT Support,2023-02-03,2023-03-11,36,3664.52,26,7,philippines,United States
2474,Jr Developer,18/08/2023,18/09/2023,31,1761.42,57,6,Philippines,Australia
2475,Human Resources Manager,2023-01-06,2023-02-09,34,5166.16,73,2,india,Canada
2476,Data Analysis,25/12/2023,05/02/2024,42,1780.33,79,27,Nigeria,Australia
2477,Jr.Developer,18/04/2024,11/05/2024,23,3214.48,98,16,IND,United States
2478,Jr Developer,2024-02-01,2024-02-26,25,3684.42,84,2,PH,UAE
2479,H.R. Manager,2024-03-05,2024-04-11,37,3297.5,83,11,Nigeria,United States
2480,Data Anlyst,2024-05-15,2024-06-10,26,2067.69,96,21,philippines,Australia
2481,Human Resources Manager,2024-03-21,2024-04-12,22,6613.93,1,14,IND,Canada
2482,H.R. Manager,2023-02-15,2023-03-21,34,,86,23,IND,United Kingdom
2483,Sr.IT Support,16/01/2024,13/02/2024,28,1497.71,39,29,Kenya,United States
2484,Data Analyst,2023-02-05,2023-03-03,26,1777.14,23,29,Kenya,United States
2485,Jr.Developer,2023-06-21,2023-07-16,25,,9,2,IND,United States
2486,Data Analysis,27/04/2023,30/05/2023,33,2032.16,94,8,Nigeria,UAE
2487,Sr.IT Support,31/05/2024,27/06/2024,27,1678.11,72,10,india,United States
2488,Jr.Developer,2023-09-10,2023-10-09,29,1578.24,21,19,Kenya,Canada
2489,Senior IT Support,2023-08-25,2023-09-09,15,4734.1,35,25,PK,UAE
2490,Sr.IT Support,2024-02-07,2024-02-24,17,2332.99,79,20,pak,Australia
2491,Sr IT Support,2024-02-16,2024-03-02,15,1427.93,62,15,PK,UAE
2492,Data Analyst,2024-01-29,2024-02-29,31,1480.16,100,28,Kenya,UAE
2493,Junior Dev,2023-04-11,2023-05-08,27,3705.06,24,13,kenya,Canada
2494,Sr IT Support,2024-02-15,2024-03-04,18,2444.85,55,28,pak,UAE
2495,Junior Developer,2024-02-13,2024-03-13,29,3003.34,14,29,philippines,United States
2496,H.R. Manager,2023-08-23,2023-09-18,26,3602.33,74,19,KEN,United States
2497,Data Analyst,2023-03-04,2023-04-10,37,1946.22,91,4,kenya,United Kingdom
2498,Jr.Developer,2023-11-22,2023-12-25,33,3580.18,27,24,IND,United States
2499,Sr IT Support,2023-02-20,2023-03-16,24,1898.54,57,16,pak,Australia
2500,Junior Developer,2023-05-10,2023-06-13,34,1782.78,95,9,philippines,United States
2501,Jr.Developer,26/11/2023,12/12/2023,16,3124.59,70,26,PK,United Kingdom
2502,Senior IT Support,2024-05-19,2024-06-16,28,4512.56,64,21,Kenya,Canada
2503,Junior Dev,2023-06-24,2023-07-31,37,3884.93,72,14,nigeria,UAE
2504,Sr.IT Support,24/10/2023,13/11/2023,20,1497.79,36,2,pak,Australia
2505,DataAnalyst,25/06/2023,27/07/2023,32,3205.72,42,23,IND,Canada
2506,HR Mgr,19/01/2023,26/02/2023,38,1404.93,35,13,KEN,Canada
2507,Jr Developer,23/11/2023,18/12/2023,25,2087.24,11,26,PK,Australia
2508,Jr Developer,09/01/2023,04/02/2023,26,1517.84,69,6,Philippines,UAE
2509,HR manager,2023-11-04,2023-12-12,38,1504.01,71,14,KEN,United States
2510,Data Analyst,03/04/2023,11/05/2023,38,3642.44,22,26,Kenya,United States
2511,Senior IT,12/01/2023,07/02/2023,26,4437.37,78,23,India,Canada
2512,Human Resources Manager,2023-01-01,2023-01-27,26,3198.79,44,27,Philippines,United Kingdom
2513,H.R. Manager,19/10/2023,19/11/2023,31,,3,23,Kenya,United States
2514,Sr.IT Support,2023-08-13,2023-09-09,27,3211.97,98,7,Kenya,Australia
2515,Junior Developer,2023-04-06,2023-05-04,28,1480.97,76,8,Kenya,Canada
2516,Sr.IT Support,2024-06-25,2024-07-23,28,,63,22,nigeria,United Kingdom
2517,Data Analyst,04/03/2024,01/04/2024,28,2200.7,8,16,IND,Canada
2518,HR manager,2023-12-29,2024-01-28,30,1844.14,74,11,nigeria,United States
2519,Junior Dev,11/03/2024,06/04/2024,26,1814.13,29,22,philippines,United Kingdom
2520,H.R. Manager,2023-09-23,2023-10-18,25,3573.33,12,14,India,UAE
2521,Sr IT Support,2023-10-22,2023-11-09,18,2167.27,96,7,PK,Canada
2522,HR Mgr,2024-01-06,2024-01-28,22,2975.48,54,29,PK,United Kingdom
2523,Junior Dev,04/07/2023,08/08/2023,35,3370.12,6,27,Philippines,UAE
2524,Senior IT,2023-04-13,2023-05-17,34,5366.91,57,1,NG,United Kingdom
2525,HR Mgr,2023-06-26,2023-08-06,41,2859.17,24,2,nigeria,United States
2526,Jr.Developer,2023-10-01,2023-10-31,30,2335.89,64,6,india,United States
2527,H.R. Manager,28/05/2024,24/06/2024,27,6904.52,74,9,india,Canada
2528,Senior IT Support,14/01/2024,21/02/2024,38,3827.54,49,27,Kenya,United States
2529,Sr.IT Support,2023-07-22,2023-08-23,32,1842.62,94,23,Philippines,UAE
2530,Senior IT Support,2023-12-14,2024-01-08,25,,44,21,pak,UAE
2531,Data Analyst,2023-10-13,2023-11-17,35,1523.14,100,19,philippines,Australia
2532,Jr.Developer,2024-03-13,2024-03-28,15,,63,28,Pakistan,Canada
2533,Data Anlyst,2024-06-19,2024-07-16,27,1666.39,28,15,KEN,United Kingdom
2534,HR manager,26/12/2023,30/01/2024,35,1247.06,33,29,Philippines,Canada
2535,Junior Developer,2023-08-28,2023-10-02,35,3038.31,9,12,nigeria,UAE
2536,Senior IT,04/02/2023,15/03/2023,39,5597.34,20,15,NG,Canada
2537,Jr Developer,2024-06-13,2024-07-22,39,2730.59,6,23,NG,Canada
2538,HR manager,2024-01-08,2024-02-11,34,1061.3,55,2,kenya,UAE
2539,Jr.Developer,2024-03-11,2024-04-08,28,3117.66,32,7,NG,United Kingdom
2540,Human Resources Manager,2024-02-19,2024-03-21,31,,16,18,Philippines,United States
2541,H.R. Manager,15/10/2023,01/11/2023,17,5051.56,79,1,PK,Australia
2542,H.R. Manager,04/12/2023,05/01/2024,32,4645.48,6,13,philippines,Canada
2543,H.R. Manager,23/06/2023,24/07/2023,31,4021.75,89,20,Nigeria,Australia
2544,HR manager,27/11/2023,01/01/2024,35,1072.21,86,21,Nigeria,UAE
2545,Junior Developer,2023-03-02,2023-03-30,28,3485.31,72,14,Kenya,United Kingdom
2546,Human Resources Manager,11/07/2023,10/08/2023,30,3148.7,98,3,PH,Canada
2547,Senior IT Support,01/07/2023,31/07/2023,30,5372.83,66,27,Nigeria,Australia
2548,Jr Developer,04/03/2024,29/03/2024,25,2471.61,99,7,pak,United States
2549,Human Resources Manager,09/03/2024,03/04/2024,25,6687.69,40,20,philippines,UAE
2550,Data Anlyst,29/08/2023,19/09/2023,21,1473.21,12,22,PK,United States
2551,Senior IT Support,2024-03-04,2024-03-30,26,3564.77,49,20,IND,United States
2552,Data Analysis,2023-01-03,2023-01-27,24,3458.58,78,17,pak,United States
2553,Data Analyst,25/02/2023,22/03/2023,25,2976.07,89,22,india,United Kingdom
2554,Sr IT Support,2023-01-06,2023-02-10,35,2242.86,49,21,philippines,UAE
2555,Sr IT Support,2023-02-23,2023-03-24,29,2031.22,84,28,kenya,UAE
2556,Junior Developer,2023-04-06,2023-05-16,40,3703.76,26,15,NG,United Kingdom
2557,Sr.IT Support,27/02/2024,20/03/2024,22,3810.75,6,15,pak,United Kingdom
2558,Sr.IT Support,2023-03-09,2023-03-31,22,2552.74,52,5,India,Australia
2559,H.R. Manager,31/10/2023,24/11/2023,24,5751.34,68,11,PK,United Kingdom
2560,Human Resources Manager,14/12/2023,09/01/2024,26,3736.53,24,21,kenya,Canada
2561,Senior IT,09/03/2024,08/04/2024,30,3376.31,88,4,kenya,Australia
2562,HR manager,2024-04-28,2024-06-09,42,3575.74,17,1,NG,Australia
2563,Junior Developer,2023-05-03,2023-05-26,23,3522.02,82,25,Pakistan,United States
2564,Junior Dev,2023-10-15,2023-11-18,34,3017.55,42,26,NG,Australia
2565,Jr Developer,18/06/2024,22/07/2024,34,2925.78,63,29,Philippines,United Kingdom
2566,Senior IT Support,2023-05-27,2023-06-13,17,6678.92,85,29,pak,UAE
2567,Senior IT Support,09/06/2023,07/07/2023,28,5927.83,59,12,India,United States
2568,Data Analyst,2023-03-02,2023-03-19,17,2709.63,49,21,Pakistan,Canada
2569,Data Anlyst,2023-11-12,2023-11-29,17,1726.85,46,8,Pakistan,Canada
2570,Senior IT,12/01/2024,11/02/2024,30,6499.56,36,22,india,United Kingdom
2571,Data Analyst,2023-05-31,2023-06-28,28,3521.2,92,19,India,Canada
2572,DataAnalyst,2024-02-25,2024-03-23,27,1829.34,26,5,philippines,United States
2573,HR manager,2024-06-25,2024-07-19,24,2209.7,75,3,Philippines,United States
2574,Data Anlyst,2023-06-28,2023-07-29,31,2700.84,7,9,IND,United States
2575,HR manager,2023-05-12,2023-06-15,34,1553.56,54,13,Kenya,United Kingdom
2576,H.R. Manager,22/01/2024,24/02/2024,33,3884.6,76,30,philippines,Australia
2577,Jr.Developer,03/05/2024,31/05/2024,28,1646.01,52,18,kenya,Australia
2578,HR Mgr,2024-03-20,2024-04-24,35,2352.82,16,8,philippines,UAE
2579,Sr.IT Support,15/09/2023,11/10/2023,26,2569.77,32,4,PH,UAE
2580,Junior Dev,08/06/2023,09/07/2023,31,3928.14,52,1,India,United Kingdom
2581,Data Anlyst,22/04/2024,08/05/2024,16,1892.47,19,27,Pakistan,Australia
2582,Senior IT,21/08/2023,27/09/2023,37,7782.92,37,24,KEN,Australia
2583,Data Anlyst,2024-05-22,2024-06-09,18,1354.63,82,27,pak,Australia
2584,Sr.IT Support,02/12/2023,28/12/2023,26,2774.31,50,10,philippines,United States
2585,Junior Developer,2023-06-04,2023-07-12,38,,24,8,KEN,UAE
2586,Senior IT Support,2024-03-12,2024-04-12,31,5851.14,14,20,nigeria,UAE
2587,HR manager,04/02/2023,09/03/2023,33,1375.31,48,13,PH,Australia
2588,Senior IT,2023-01-03,2023-01-18,15,5369.29,53,14,PK,United Kingdom
2589,H.R. Manager,06/06/2023,12/07/2023,36,5859.35,84,30,NG,UAE
2590,Senior IT Support,2023-11-11,2023-12-22,41,4548.1,16,23,nigeria,United States
2591,Senior IT,20/11/2023,15/12/2023,25,6283.24,13,1,IND,United Kingdom
2592,HR Mgr,23/05/2024,23/06/2024,31,1589.35,45,2,philippines,United States
2593,Jr Developer,08/12/2023,02/01/2024,25,3897.99,96,27,Philippines,Australia
2594,Senior IT,2023-07-18,2023-08-24,37,5953.93,6,7,Kenya,UAE
2595,Data Anlyst,2024-04-04,2024-05-02,28,3555.35,78,1,KEN,UAE
2596,Senior IT Support,01/03/2024,31/03/2024,30,5219.66,100,8,philippines,UAE
2597,HR Mgr,15/03/2023,30/03/2023,15,,81,2,pak,Australia
2598,DataAnalyst,20/06/2023,30/07/2023,40,1269.49,76,12,nigeria,United Kingdom
2599,HR manager,2023-03-17,2023-04-13,27,1577.76,46,17,india,United Kingdom
2600,Senior IT,25/11/2023,22/12/2023,27,6644.6,58,9,IND,UAE
2601,HR manager,30/04/2023,07/06/2023,38,3007.23,7,21,KEN,Canada
2602,Senior IT Support,09/09/2023,14/10/2023,35,,2,23,nigeria,UAE
2603,Sr IT Support,12/09/2023,08/10/2023,26,2618.73,92,18,IND,United States
2604,Senior IT Support,08/02/2024,24/02/2024,16,6404.86,99,24,PK,United Kingdom
2605,DataAnalyst,13/02/2024,14/03/2024,30,3746.02,36,21,India,United Kingdom
2606,Senior IT Support,2023-12-13,2024-01-15,33,3757.76,49,10,kenya,Canada
2607,Junior Dev,17/12/2023,21/01/2024,35,3600.85,17,7,KEN,United Kingdom
2608,Human Resources Manager,30/05/2024,30/06/2024,31,4499.91,7,25,NG,Canada
2609,HR Mgr,2023-06-22,2023-07-16,24,,87,23,philippines,United Kingdom
2610,Senior IT,16/10/2023,22/11/2023,37,5704.26,11,3,Kenya,United States
2611,HR manager,2023-10-10,2023-11-07,28,2135.72,72,2,kenya,UAE
2612,Jr.Developer,2024-02-17,2024-03-09,21,1559.41,59,26,PK,United States
2613,Data Analysis,2023-01-08,2023-01-23,15,1677.67,35,12,PK,UAE
2614,Sr.IT Support,21/05/2023,19/06/2023,29,3590.63,26,3,india,Canada
2615,Data Anlyst,14/12/2023,12/01/2024,29,,74,9,Nigeria,Canada
2616,HR Mgr,16/05/2023,25/06/2023,40,3411.72,24,8,NG,UAE
2617,HR manager,2023-01-14,2023-02-21,38,3768.55,50,3,KEN,Australia
2618,Junior Developer,2024-04-04,2024-04-26,22,2121.91,50,17,india,Canada
2619,Sr.IT Support,2024-02-10,2024-03-01,20,,2,12,Pakistan,United Kingdom
2620,Senior IT,09/01/2023,01/02/2023,23,6234.9,76,4,PK,United Kingdom
2621,Sr.IT Support,02/03/2023,02/04/2023,31,2777.1,31,21,nigeria,United Kingdom
2622,Junior Developer,11/06/2023,01/07/2023,20,1069.92,99,15,PK,UAE
2623,DataAnalyst,11/07/2023,13/08/2023,33,1693.8,6,2,Kenya,Australia
2624,H.R. Manager,2024-04-19,2024-05-23,34,3214.99,64,30,KEN,UAE
2625,Data Analyst,2023-05-21,2023-06-21,31,3433.96,37,24,kenya,Australia
2626,Data Anlyst,2023-04-03,2023-05-03,30,3777.19,3,21,Kenya,Australia
2627,HR manager,2023-08-05,2023-08-28,23,2043.58,37,25,pak,UAE
2628,Jr Developer,2024-01-15,2024-02-14,30,3600.87,64,20,Philippines,Canada
2629,H.R. Manager,2024-02-23,2024-03-14,20,4899.43,54,27,Pakistan,United States
2630,H.R. Manager,04/04/2024,04/05/2024,30,,20,25,india,Canada
2631,HR manager,2023-03-06,2023-04-17,42,1048.11,47,1,NG,United Kingdom
2632,Senior IT Support,2023-04-03,2023-04-28,25,3339.26,13,11,IND,Canada
2633,Human Resources Manager,2023-07-03,2023-07-23,20,5860.41,10,7,Pakistan,United States
2634,Data Anlyst,20/01/2024,20/02/2024,31,2327.01,94,24,Kenya,UAE
2635,Data Analysis,2024-04-23,2024-05-16,23,3083.19,41,24,India,Canada
2636,Senior IT,2024-06-28,2024-07-22,24,6792.36,96,30,pak,UAE
2637,HR manager,02/02/2024,12/03/2024,39,2742.21,71,8,nigeria,United States
2638,HR Mgr,2024-04-16,2024-05-19,33,1791.53,1,12,NG,Canada
2639,Jr.Developer,30/04/2024,17/05/2024,17,3981.46,12,18,Pakistan,UAE
2640,Sr IT Support,2024-01-04,2024-01-26,22,2690.99,31,7,India,United States
2641,Junior Developer,2024-05-05,2024-06-15,41,3070.61,88,5,nigeria,United States
2642,Data Anlyst,2023-05-17,2023-06-18,32,1777.23,98,6,Kenya,Canada
2643,Human Resources Manager,2023-07-11,2023-08-20,40,4880.31,57,16,NG,United States
2644,Jr Developer,13/12/2023,19/01/2024,37,1671.5,6,5,Kenya,United States
2645,Senior IT Support,2023-01-01,2023-01-29,28,5876.16,79,7,kenya,United States
2646,Jr Developer,06/08/2023,15/09/2023,40,2548.8,64,22,Nigeria,United Kingdom
2647,Junior Developer,2024-05-09,2024-06-13,35,,42,28,Kenya,United Kingdom
2648,Data Analysis,2024-03-29,2024-04-24,26,1380.51,73,23,IND,Australia
2649,Junior Dev,2023-01-31,2023-02-27,27,2653.34,51,26,Kenya,UAE
2650,Junior Developer,04/06/2023,29/06/2023,25,1552.92,64,15,India,Canada
2651,Junior Dev,02/06/2024,29/06/2024,27,3817.7,5,13,philippines,Canada
2652,HR Mgr,2023-01-04,2023-02-05,32,1084.83,47,2,NG,United States
2653,Sr.IT Support,30/05/2024,05/07/2024,36,2005.17,18,21,Philippines,UAE
2654,HR Mgr,2023-02-24,2023-03-11,15,3373.26,64,9,pak,United Kingdom
2655,H.R. Manager,2024-06-02,2024-07-08,36,5366.21,59,14,kenya,United States
2656,Senior IT Support,2023-06-13,2023-07-14,31,7209.29,6,8,IND,Canada
2657,DataAnalyst,18/02/2024,23/03/2024,34,2902.88,34,14,India,United Kingdom
2658,Human Resources Manager,2023-08-02,2023-09-02,31,4336.33,28,19,india,Australia
2659,Data Analyst,2023-03-21,2023-04-23,33,3526.34,91,17,kenya,Canada
2660,Data Analysis,2023-10-16,2023-11-09,24,,85,7,Pakistan,United States
2661,H.R. Manager,16/08/2023,19/09/2023,34,4482.99,33,29,nigeria,Canada
2662,Sr IT Support,18/03/2023,04/04/2023,17,1470.85,14,11,pak,Australia
2663,Data Analysis,2023-03-16,2023-04-15,30,,58,14,india,United States
2664,Data Anlyst,2023-06-15,2023-07-03,18,3817.14,92,15,PK,Australia
2665,Senior IT,2024-06-22,2024-07-25,33,7236.22,17,7,KEN,Canada
2666,HR Mgr,2023-10-25,2023-11-28,34,1173.43,67,2,PH,Canada
2667,Junior Dev,2024-01-14,2024-02-10,27,3093.72,60,24,KEN,Australia
2668,Data Analyst,2023-11-29,2024-01-02,34,2174.25,88,15,Kenya,Australia
2669,HR manager,05/09/2023,06/10/2023,31,1578.39,80,28,india,Canada
2670,HR manager,2023-03-02,2023-03-20,18,,19,14,PK,United Kingdom
2671,Junior Developer,31/12/2023,30/01/2024,30,1022.23,94,15,Philippines,Australia
2672,Data Analysis,2024-02-13,2024-03-12,28,2497.79,97,25,Philippines,UAE
2673,DataAnalyst,2023-09-18,2023-10-23,35,1299.63,36,1,NG,United Kingdom
2674,Human Resources Manager,29/02/2024,21/03/2024,21,4687.89,17,10,Pakistan,United Kingdom
2675,H.R. Manager,2023-04-20,2023-05-13,23,4913.07,33,28,IND,UAE
2676,HR Mgr,2023-07-26,2023-08-18,23,,53,30,india,Australia
2677,Jr.Developer,12/02/2023,08/03/2023,24,3509.49,58,1,Philippines,United States
2678,Sr.IT Support,2023-10-02,2023-10-29,27,3645.69,28,17,Philippines,Canada
2679,Sr.IT Support,2023-02-19,2023-03-08,17,3391.94,95,18,Pakistan,United States
2680,Data Analyst,2023-01-13,2023-02-06,24,3240.12,56,21,Pakistan,United Kingdom
2681,HR Mgr,2024-05-13,2024-06-19,37,2789.13,35,11,nigeria,United States
2682,Sr IT Support,2023-10-04,2023-11-01,28,1629.23,39,11,PH,United Kingdom
2683,DataAnalyst,2024-05-18,2024-06-14,27,3260.53,66,1,philippines,Australia
2684,Jr.Developer,2023-12-11,2024-01-09,29,2719.11,81,25,IND,Australia
2685,H.R. Manager,2023-09-14,2023-10-01,17,3005.45,84,28,Pakistan,United Kingdom
2686,Senior IT,2023-05-24,2023-06-24,31,4768.87,36,20,Nigeria,United Kingdom
2687,Data Anlyst,26/03/2024,22/04/2024,27,1460.69,61,10,philippines,Australia
2688,DataAnalyst,27/04/2023,28/05/2023,31,2828.99,9,17,Philippines,Canada
2689,Jr Developer,13/05/2023,12/06/2023,30,1604.4,41,26,KEN,Australia
2690,Data Analyst,08/09/2023,12/10/2023,34,1318.06,29,6,nigeria,Canada
2691,DataAnalyst,2023-10-14,2023-11-08,25,3167.71,54,27,Pakistan,Canada
2692,Junior Dev,17/07/2023,16/08/2023,30,1295.97,50,13,india,United States
2693,Junior Dev,2023-03-30,2023-05-06,37,2971.61,68,30,nigeria,United Kingdom
2694,Junior Developer,26/01/2024,27/02/2024,32,1884.7,44,19,philippines,UAE
2695,Senior IT Support,2023-08-30,2023-10-02,33,7667.82,93,5,Philippines,United States
2696,Sr IT Support,28/01/2023,02/03/2023,33,2350.93,22,8,kenya,Canada
2697,Sr.IT Support,2024-03-14,2024-04-18,35,1107.73,35,28,kenya,Australia
2698,Human Resources Manager,15/10/2023,20/11/2023,36,3278.14,58,19,kenya,UAE
2699,Senior IT,2024-05-23,2024-06-22,30,6135.6,26,19,KEN,Australia
2700,Sr.IT Support,2024-04-18,2024-05-11,23,3528.98,46,19,pak,United Kingdom
2701,Sr.IT Support,06/06/2024,05/07/2024,29,2673.48,98,23,IND,Canada
2702,Junior Dev,2024-03-29,2024-04-19,21,2516.58,68,1,PK,United States
2703,HR Mgr,13/02/2024,09/03/2024,25,2195.78,24,4,Pakistan,Australia
2704,Data Analysis,2023-04-13,2023-05-08,25,3214.68,73,21,Pakistan,Australia
2705,HR manager,2023-04-11,2023-05-15,34,3542.0,18,27,PH,United Kingdom
2706,Senior IT Support,07/02/2023,12/03/2023,33,7577.04,7,15,kenya,Australia
2707,HR Mgr,2023-05-28,2023-06-15,18,3338.01,78,29,PK,United States
2708,H.R. Manager,10/04/2024,06/05/2024,26,6306.76,32,23,India,UAE
2709,HR Mgr,28/02/2024,20/03/2024,21,1983.71,94,28,Pakistan,United States
2710,DataAnalyst,2024-05-13,2024-06-09,27,,95,4,India,United States
2711,Junior Dev,13/02/2023,25/03/2023,40,1300.45,99,11,nigeria,Canada
2712,DataAnalyst,04/05/2024,30/05/2024,26,1380.94,87,29,kenya,United States
2713,Data Analyst,2024-06-05,2024-07-03,28,1790.22,14,3,PH,UAE
2714,HR Mgr,15/04/2023,04/05/2023,19,3852.92,30,21,pak,UAE
2715,Junior Dev,2023-04-27,2023-05-25,28,2201.79,97,13,nigeria,Australia
2716,Sr.IT Support,06/04/2024,03/05/2024,27,2748.34,69,2,Kenya,United States
2717,Data Anlyst,2024-01-01,2024-02-02,32,3412.89,38,9,India,Canada
2718,Data Anlyst,26/08/2023,28/09/2023,33,1074.22,55,24,philippines,Canada
2719,Senior IT,2023-11-23,2023-12-15,22,5160.03,98,16,india,Australia
2720,Sr IT Support,2024-01-10,2024-02-08,29,2065.2,21,20,kenya,United States
2721,Jr.Developer,02/08/2023,04/09/2023,33,1313.38,18,19,kenya,United Kingdom
2722,DataAnalyst,17/06/2023,17/07/2023,30,3765.3,30,8,IND,United States
2723,HR manager,2023-03-12,2023-04-04,23,3563.61,81,24,india,UAE
2724,H.R. Manager,22/04/2024,19/05/2024,27,,39,10,PH,Canada
2725,Data Analyst,20/12/2023,24/01/2024,35,2166.33,74,12,nigeria,Australia
2726,Senior IT,2023-04-28,2023-05-30,32,7607.89,57,1,india,UAE
2727,Jr Developer,2024-02-19,2024-03-07,17,1230.77,10,21,Pakistan,UAE
2728,Jr.Developer,08/10/2023,06/11/2023,29,3363.21,50,23,NG,United Kingdom
2729,Data Analyst,13/05/2024,17/06/2024,35,3451.9,37,1,KEN,United States
2730,Junior Developer,05/09/2023,13/10/2023,38,2608.04,99,30,Kenya,United Kingdom
2731,H.R. Manager,2023-01-31,2023-03-02,30,7808.72,83,19,Nigeria,Canada
2732,Sr IT Support,2024-01-22,2024-02-19,28,2673.49,16,20,KEN,Canada
2733,H.R. Manager,17/11/2023,17/12/2023,30,,31,9,Philippines,United States
2734,Sr.IT Support,2023-05-12,2023-06-23,42,1403.28,90,8,Nigeria,UAE
2735,Sr.IT Support,24/03/2024,28/04/2024,35,1217.11,71,8,Kenya,Canada
2736,Senior IT Support,2023-03-15,2023-04-13,29,3468.94,82,10,philippines,UAE
2737,Sr IT Support,2023-06-18,2023-07-22,34,,100,28,nigeria,UAE
